English,Translation
"Why aren't you going? ""Because I don't want to.""","তুমি যাচ্ছো না কেন? ""কারন আমি যেতে চাই না।"""
"At first, they were all convinced he was innocent.",প্রথমে তাঁরা নিশ্চিত ছিলেন যে তিনি নির্দোষ।
"He studies English, but he's also studying German.",তিনি ইংরেজির পাশাপাশি জার্মান ভাষা পড়াশোনা করছেন।
How did you know that I used to live in Australia?,আপনি কীভাবে জানলেন যে আমি অস্ট্রেলিয়ায় থাকতাম?
I can stay with you for as long as you want me to.,তুমি যতক্ষণ চাও আমি তোমার সাথে থাকতে পারি।
I stayed at home all day instead of going to work.,কাজে না গিয়ে আমি সারা দিন বাসায় ছিলাম।
"I'm busy, but I don't think I'm as busy as Tom is.","আমি ব্যস্ত, কিন্তু আমার মনে হয় না যে আমি টমের মতো ব্যস্ত।"
"I'm from Australia, but now I live in New Zealand.","আমি অস্ট্রেলিয়া থেকে এসেছি, কিন্তু এখন আমি নিউজিল্যান্ডে থাকি।"
It seems that Tom only eats fruits and vegetables.,দেখে মনে হচ্ছে টম শুধুমাত্র ফল এবং সবজি খায়।
Last week she gave birth to a beautiful baby girl.,গত সপ্তাহে তিনি এক সুন্দর মেয়ে শিশুর জন্ম দিয়েছেন।
"Not only did he teach school, but he wrote novels.","তিনি শুধু স্কুলে পড়াননি, উপন্যাসও লিখেছেন।"
